"order_item_id","order_id","product_id","quantity","unit_price","discount_pct"
151,50063,1168,1,162.95,0.10
152,50064,1092,1,458.00,0.00
153,50064,1020,1,505.95,0.05
154,50064,1158,1,268.22,0.05
155,50064,1086,3,427.61,0.10
156,50064,1031,1,611.82,0.00
157,50065,1039,1,546.04,0.20
158,50065,1200,3,115.87,0.05
159,50065,1168,2,153.15,0.00
160,50065,1038,1,410.48,0.20
161,50066,1138,1,55.82,0.00
162,50066,1137,1,239.60,0.05
163,50067,1035,1,203.90,0.15
164,50067,1029,3,126.55,0.00
165,50068,1179,2,171.74,0.00
166,50069,1041,1,140.58,0.00
167,50069,1008,1,409.24,0.05
168,50070,1074,1,141.02,0.10
169,50070,1029,1,120.05,0.00
170,50070,1040,1,183.67,0.05
171,50071,1097,5,112.68,0.00
172,50072,1081,2,37.55,0.00
173,50072,1168,2,159.48,0.00
174,50073,1139,1,46.75,0.15
175,50073,1028,1,399.26,0.10
176,50074,1012,1,217.26,0.25
177,50074,1013,2,596.52,0.05
178,50074,1081,1,36.27,0.00
179,50075,1007,1,41.45,0.15
180,50075,1151,1,316.40,0.20
181,50075,1098,1,205.72,0.20
182,50076,1075,1,59.94,0.05
183,50077,1128,2,339.48,0.20
184,50077,1025,1,405.17,0.15
185,50078,1094,1,378.47,0.15
186,50078,1091,1,328.74,0.00
187,50079,1175,1,117.38,0.10
188,50079,1034,1,151.48,0.05
189,50080,1144,1,306.09,0.00
190,50081,1090,1,198.42,0.00
191,50081,1120,1,261.11,0.25
192,50081,1165,1,144.61,0.05
193,50082,1072,1,71.58,0.05
194,50082,1117,2,265.91,0.00
195,50083,1055,3,123.20,0.10
196,50084,1108,2,422.72,0.15
197,50084,1135,1,239.82,0.00
198,50084,1055,2,115.70,0.00
199,50085,1178,1,167.97,0.15
200,50085,1147,2,218.97,0.10
201,50086,1038,2,407.47,0.00
202,50086,1128,2,363.12,0.20
203,50086,1082,3,108.03,0.10
204,50086,1030,2,114.55,0.10
205,50087,1078,1,40.19,0.10
206,50087,1079,2,90.82,0.05
207,50088,1110,1,74.19,0.00
208,50089,1026,1,228.65,0.20
209,50089,1023,1,72.30,0.10
210,50089,1027,1,180.42,0.05
211,50090,1030,2,123.25,0.20
212,50090,1051,3,12.97,0.10
213,50091,1107,3,206.06,0.00
214,50091,1173,1,61.82,0.15
215,50091,1062,3,198.44,0.00
216,50091,1002,4,190.36,0.00
217,50092,1082,1,106.34,0.00
218,50093,1067,4,215.49,0.00
219,50093,1142,1,227.97,0.10
220,50093,1041,1,147.13,0.20
221,50094,1200,1,123.38,0.00
222,50094,1092,1,433.92,0.15
223,50094,1048,2,25.80,0.10
224,50095,1032,1,336.43,0.20
225,50095,1028,2,388.33,0.15
226,50095,1037,1,534.23,0.20
227,50095,1073,1,109.89,0.20
228,50096,1089,5,48.52,0.00
229,50096,1124,1,89.36,0.00
230,50097,1084,1,107.21,0.10
231,50098,1076,2,248.76,0.05
232,50098,1120,1,262.94,0.00
233,50099,1153,1,59.47,0.00
234,50099,1192,1,57.70,0.00
235,50100,1166,1,141.36,0.00
236,50100,1136,1,294.52,0.00
237,50101,1085,1,100.88,0.00
238,50102,1072,2,76.24,0.15
239,50103,1013,1,575.34,0.25
240,50104,1148,1,269.18,0.05
241,50104,1002,3,189.26,0.00
242,50104,1119,2,387.36,0.00
243,50105,1127,1,35.20,0.05
244,50105,1157,3,98.38,0.00
245,50105,1013,1,580.83,0.00
246,50106,1186,3,98.19,0.20
247,50107,1020,2,533.49,0.15
248,50107,1068,2,29.63,0.00
249,50107,1085,1,101.02,0.15
250,50107,1177,3,171.22,0.10
251,50108,1188,1,67.44,0.00
252,50108,1124,1,91.58,0.20
253,50109,1027,1,182.99,0.15
254,50110,1028,1,396.11,0.10
255,50110,1034,1,155.45,0.00
256,50110,1057,1,132.08,0.25
257,50110,1094,2,376.07,0.05
258,50111,1136,1,279.03,0.05
259,50111,1116,1,39.71,0.00
260,50112,1188,1,68.20,0.10
261,50112,1109,1,252.19,0.05
262,50112,1050,2,245.91,0.25
263,50113,1071,3,126.05,0.05
264,50113,1058,1,223.90,0.15
265,50114,1153,2,58.39,0.05
266,50114,1074,2,139.17,0.00
267,50115,1037,1,508.63,0.25
268,50115,1004,3,523.83,0.15
269,50115,1171,1,142.48,0.05
270,50115,1122,1,193.36,0.05
271,50116,1086,2,437.81,0.00
272,50116,1116,1,40.21,0.00
273,50116,1126,1,119.48,0.20
274,50117,1057,5,128.65,0.00
275,50117,1169,2,44.62,0.05
276,50118,1174,1,179.93,0.00
277,50118,1140,1,103.33,0.20
278,50118,1116,1,39.64,0.05
279,50118,1135,2,238.56,0.00
280,50119,1175,1,121.64,0.10
281,50120,1073,3,108.19,0.05
282,50121,1073,2,113.95,0.00
283,50121,1129,1,34.27,0.25
284,50122,1099,4,241.86,0.00
285,50122,1109,1,248.50,0.05
286,50122,1103,2,217.97,0.05
287,50123,1146,4,11.18,0.00
288,50124,1092,1,440.13,0.05
289,50124,1120,1,270.83,0.25
290,50124,1091,1,336.18,0.10
291,50125,1033,1,520.36,0.05
292,50125,1104,3,177.36,0.00
293,50125,1172,5,8.85,0.10
294,50125,1002,3,184.10,0.10
295,50126,1127,1,35.15,0.15
296,50126,1035,1,203.27,0.25
297,50127,1027,1,183.26,0.05
298,50128,1140,1,103.90,0.00
299,50128,1067,1,212.27,0.00
300,50128,1157,2,92.87,0.05
301,50128,1175,2,114.45,0.05
302,50129,1179,1,177.79,0.00
303,50129,1028,1,385.54,0.25
304,50130,1186,1,103.05,0.00
305,50130,1118,3,109.70,0.00
306,50131,1087,3,209.14,0.15
307,50131,1118,2,113.39,0.00
308,50131,1184,3,49.52,0.25
309,50132,1149,2,159.51,0.00
310,50132,1090,1,197.09,0.00
311,50133,1188,3,70.15,0.05
312,50133,1061,1,194.73,0.00
313,50133,1027,3,172.41,0.15
314,50133,1045,2,32.69,0.20
315,50133,1187,1,136.98,0.00
316,50134,1112,1,236.91,0.25
317,50134,1136,1,277.07,0.00
318,50134,1050,1,248.40,0.05
319,50135,1122,1,185.59,0.20
320,50136,1133,1,284.50,0.00
321,50137,1181,1,136.45,0.00
322,50138,1150,1,35.12,0.00
323,50138,1121,1,155.77,0.00
324,50138,1068,1,31.13,0.20
325,50138,1168,2,162.40,0.00
326,50139,1154,3,114.62,0.00
327,50139,1190,2,58.04,0.05
328,50139,1157,1,93.70,0.05
329,50139,1021,1,443.08,0.15
330,50140,1036,1,150.97,0.25
331,50140,1030,1,116.04,0.05
332,50141,1138,5,53.50,0.10
333,50141,1146,3,10.83,0.00
334,50141,1012,1,212.59,0.00
335,50142,1092,2,458.59,0.15
336,50142,1057,1,131.74,0.05
337,50142,1114,1,232.39,0.05
338,50143,1036,3,146.57,0.00
339,50144,1113,2,30.33,0.00
340,50145,1072,3,72.93,0.00
341,50146,1014,1,78.59,0.00
342,50146,1170,1,86.29,0.20
343,50147,1189,2,121.76,0.25
344,50147,1193,4,74.14,0.25
345,50147,1015,1,509.19,0.10
346,50148,1175,4,113.37,0.00
347,50149,1168,1,155.19,0.10
348,50149,1198,3,5.21,0.05
349,50149,1156,1,303.23,0.00
350,50150,1081,1,35.88,0.15
351,50150,1017,1,333.19,0.00
352,50151,1113,1,30.57,0.00
353,50151,1149,4,161.53,0.25
354,50152,1114,1,221.04,0.00
355,50153,1093,5,190.03,0.00
356,50153,1086,4,414.36,0.00
357,50154,1081,1,37.41,0.05
358,50155,1196,5,157.49,0.00
359,50156,1136,2,290.29,0.10
360,50157,1197,1,56.82,0.25
361,50157,1093,2,183.36,0.25
362,50158,1155,2,274.61,0.15
363,50158,1059,5,84.41,0.00
364,50158,1115,3,76.11,0.10
365,50159,1127,2,35.42,0.20
366,50160,1009,3,145.97,0.00
367,50161,1103,1,224.86,0.00
368,50161,1179,3,178.97,0.10
369,50162,1190,2,60.90,0.10
370,50162,1112,2,248.04,0.15
371,50162,1075,1,56.66,0.00
372,50163,1077,1,110.98,0.05
373,50164,1046,1,37.61,0.20
374,50164,1037,2,525.97,0.00
375,50165,1058,1,236.68,0.25
376,50165,1044,2,257.88,0.10
377,50166,1139,1,47.59,0.00
378,50166,1138,1,57.65,0.05
379,50166,1050,1,235.79,0.05
380,50166,1002,3,186.31,0.20
381,50167,1091,2,335.88,0.00
382,50168,1199,2,79.04,0.20
383,50168,1019,1,519.27,0.15
384,50169,1057,1,129.83,0.05
385,50169,1173,1,62.43,0.00
386,50170,1177,1,167.75,0.10
387,50171,1075,2,57.78,0.00
388,50171,1172,1,8.84,0.00
389,50171,1125,3,243.23,0.00
390,50171,1126,4,115.86,0.10
391,50172,1033,3,523.51,0.15
392,50172,1199,2,81.43,0.00
393,50173,1067,1,226.18,0.05
394,50173,1173,1,60.22,0.05
395,50173,1082,1,108.05,0.00
396,50174,1158,2,267.08,0.05
397,50175,1093,1,179.12,0.05
398,50175,1138,3,54.45,0.15
399,50176,1006,2,151.04,0.05
400,50177,1009,1,155.20,0.10
401,50177,1070,1,197.53,0.00
402,50177,1192,1,57.10,0.10
403,50178,1101,3,448.74,0.15
404,50178,1050,1,247.79,0.00
405,50179,1057,2,129.97,0.20
406,50179,1105,1,170.09,0.00
407,50180,1123,1,78.25,0.00
408,50180,1145,2,148.89,0.05
409,50181,1195,2,166.20,0.00
410,50181,1060,1,151.79,0.00
411,50181,1016,2,485.44,0.00
412,50182,1020,1,500.23,0.05
413,50182,1097,1,113.35,0.15
414,50183,1108,1,448.10,0.10
415,50183,1103,3,217.06,0.00
416,50183,1003,3,450.76,0.00
417,50183,1076,1,252.52,0.15
418,50184,1035,2,205.96,0.00
419,50184,1043,1,105.61,0.25
420,50184,1135,1,236.09,0.00
421,50185,1163,1,9.14,0.10
422,50186,1160,1,61.32,0.05
423,50186,1197,2,55.72,0.00
424,50187,1166,1,147.77,0.15
425,50187,1197,2,59.82,0.10
426,50188,1038,1,385.81,0.00
427,50188,1037,4,513.55,0.15
428,50188,1043,1,105.62,0.00
429,50189,1055,2,122.12,0.05
430,50189,1043,1,108.31,0.10
431,50189,1163,1,9.29,0.00
432,50189,1072,1,72.82,0.05
433,50190,1192,5,57.68,0.00
434,50191,1070,1,190.31,0.05
435,50192,1184,2,49.54,0.05
436,50192,1121,3,155.60,0.15
437,50192,1156,1,303.73,0.20
438,50193,1031,1,573.18,0.25
439,50193,1015,3,518.67,0.20
440,50193,1114,3,225.41,0.10
441,50194,1129,1,34.00,0.00
442,50194,1038,2,407.95,0.25
443,50194,1187,3,129.48,0.00
444,50195,1030,1,115.02,0.00
445,50195,1024,2,79.89,0.00
446,50196,1049,2,245.29,0.00
447,50196,1192,1,58.07,0.05
448,50196,1194,1,28.01,0.00
449,50197,1116,3,39.14,0.15
450,50197,1162,1,147.34,0.00
451,50197,1176,2,174.54,0.15
452,50198,1067,1,228.17,0.05
453,50198,1056,2,219.76,0.05
454,50198,1120,1,270.94,0.10
455,50199,1087,3,209.95,0.00
456,50199,1166,1,147.43,0.15
457,50200,1063,2,10.22,0.05
458,50200,1065,1,212.76,0.20
459,50201,1008,1,412.15,0.20
460,50201,1042,4,155.62,0.00
461,50202,1197,2,57.48,0.00
462,50202,1037,1,513.99,0.20
463,50203,1040,3,175.53,0.05
464,50203,1176,1,176.29,0.10
465,50203,1143,2,181.92,0.10
466,50204,1035,1,202.81,0.20
467,50204,1103,2,221.71,0.00
468,50204,1198,2,5.26,0.00
469,50205,1020,1,507.49,0.00
470,50205,1166,1,145.00,0.10
471,50205,1059,1,80.23,0.00
472,50206,1028,1,405.02,0.10
473,50206,1120,1,276.18,0.00
474,50206,1022,1,156.13,0.10
475,50207,1030,1,121.63,0.25
476,50207,1155,5,271.96,0.00
477,50207,1116,1,41.49,0.20
478,50208,1187,1,132.49,0.00
479,50208,1117,1,266.92,0.20
480,50208,1112,2,241.40,0.00
481,50209,1153,2,60.50,0.00
482,50209,1029,1,123.75,0.00
483,50209,1092,1,442.72,0.20
484,50210,1026,5,229.83,0.20
485,50210,1098,2,200.94,0.00
486,50210,1132,4,133.00,0.10
487,50211,1147,1,231.35,0.05
488,50212,1070,1,198.17,0.10
489,50212,1002,1,182.59,0.15
490,50212,1105,2,168.04,0.00
491,50213,1085,1,100.80,0.00
492,50213,1139,1,47.59,0.00
493,50213,1100,3,449.64,0.05
494,50214,1089,1,50.00,0.00
495,50214,1022,1,153.73,0.15
496,50215,1191,5,129.65,0.05
497,50215,1126,1,121.72,0.00
498,50216,1200,5,124.15,0.05
499,50217,1171,2,142.09,0.05
500,50217,1176,1,181.78,0.05
501,50217,1163,1,9.58,0.05
502,50218,1175,2,116.49,0.05
503,50218,1026,1,228.89,0.00
504,50218,1099,2,249.96,0.00
505,50219,1006,1,155.10,0.15
506,50219,1191,1,129.59,0.20
507,50219,1154,1,118.83,0.20
508,50219,1168,1,155.02,0.20
509,50219,1100,1,448.28,0.00
510,50220,1174,1,174.49,0.05
511,50221,1016,3,497.91,0.00
512,50221,1075,1,60.27,0.10
513,50221,1102,1,391.47,0.00
514,50222,1025,1,396.57,0.05
515,50223,1146,1,10.89,0.05
516,50223,1071,1,127.84,0.05
517,50223,1153,2,59.42,0.10
518,50224,1033,1,504.92,0.15
519,50224,1038,2,404.56,0.15
520,50224,1156,2,321.83,0.25
521,50225,1125,1,238.85,0.00
522,50225,1166,3,141.17,0.20
523,50226,1031,1,592.05,0.20
524,50226,1167,3,146.67,0.15
525,50226,1051,2,12.78,0.00
526,50227,1146,1,10.98,0.15
527,50228,1011,1,479.66,0.25
528,50228,1156,3,304.61,0.20
529,50229,1014,2,75.65,0.05
530,50229,1082,1,106.68,0.00
531,50230,1165,2,146.96,0.15
532,50230,1050,5,238.23,0.05
533,50231,1088,2,364.43,0.10
534,50231,1071,1,126.62,0.00
535,50232,1025,2,391.73,0.00
536,50232,1114,2,233.58,0.00
537,50232,1088,1,359.09,0.05
538,50233,1102,2,393.46,0.10
539,50234,1187,3,132.85,0.00
540,50234,1091,2,336.36,0.00
541,50235,1181,1,134.22,0.00
542,50236,1056,1,216.22,0.00
543,50236,1159,1,150.81,0.20
544,50236,1129,2,36.17,0.20
545,50237,1088,1,360.53,0.20
546,50238,1039,2,553.59,0.05
547,50238,1151,1,318.52,0.10
548,50238,1077,1,118.06,0.10
549,50239,1055,1,116.30,0.00
550,50239,1048,1,26.20,0.00
551,50240,1013,1,597.94,0.00
552,50240,1136,2,299.23,0.25
553,50241,1143,1,171.29,0.05
554,50241,1200,3,120.28,0.05
555,50242,1039,2,543.80,0.25
556,50242,1167,4,147.24,0.05
557,50242,1085,1,101.33,0.00
558,50242,1019,1,494.78,0.15
559,50242,1047,2,204.39,0.05
560,50243,1148,2,255.86,0.00
561,50243,1040,1,178.76,0.15
562,50243,1049,1,258.13,0.00
563,50244,1198,3,5.25,0.00
564,50244,1091,4,316.93,0.15
565,50244,1007,3,39.32,0.00
566,50244,1036,1,142.79,0.15
567,50245,1126,2,116.17,0.25
568,50246,1117,1,276.34,0.05
569,50246,1005,3,264.50,0.20
570,50247,1121,2,157.39,0.00
571,50247,1005,2,260.70,0.25
572,50247,1071,2,126.67,0.00
573,50248,1133,4,299.15,0.15
574,50249,1007,1,41.51,0.00
575,50250,1058,1,237.97,0.00
576,50251,1066,1,84.07,0.25
577,50251,1033,2,493.18,0.05
578,50252,1025,2,383.72,0.10
579,50253,1172,5,8.97,0.20
580,50253,1152,1,290.82,0.00
581,50253,1134,2,224.09,0.10
582,50253,1133,2,296.57,0.15
583,50253,1148,5,251.84,0.10
584,50254,1161,1,162.47,0.05
585,50254,1148,1,260.76,0.10
586,50255,1141,2,257.40,0.00
587,50255,1117,1,260.36,0.00
588,50256,1033,1,511.81,0.20
589,50256,1089,4,49.95,0.00
590,50256,1079,3,93.95,0.05
591,50257,1145,1,154.43,0.05
592,50257,1136,2,299.27,0.00
593,50257,1135,1,235.70,0.10
594,50258,1076,3,248.20,0.00
595,50258,1100,4,431.71,0.00
596,50258,1134,1,214.68,0.20
597,50258,1108,2,446.85,0.00
598,50259,1108,1,420.44,0.15
599,50260,1071,2,119.21,0.00
600,50261,1032,2,343.99,0.00
601,50261,1139,5,47.91,0.00
602,50262,1044,2,255.29,0.15
603,50262,1182,1,107.56,0.25
604,50263,1198,2,5.23,0.10
605,50263,1072,1,74.59,0.00
606,50263,1186,1,95.36,0.10
607,50264,1097,3,117.72,0.00
608,50264,1156,1,324.17,0.10
609,50264,1133,1,283.96,0.25
610,50265,1166,2,151.02,0.05
611,50266,1008,1,404.52,0.00
612,50266,1187,4,132.43,0.15
613,50266,1117,1,274.09,0.10
614,50266,1065,2,214.89,0.05
615,50267,1128,3,344.82,0.10
616,50268,1128,1,346.19,0.00
617,50268,1164,2,62.38,0.15
618,50269,1144,1,290.01,0.10
619,50269,1076,1,240.75,0.10
620,50269,1194,3,27.64,0.15
621,50270,1076,5,247.70,0.00
622,50270,1158,1,278.93,0.00
623,50270,1146,1,11.51,0.25
624,50270,1022,1,152.62,0.10
625,50270,1083,1,372.42,0.00
626,50271,1149,3,161.37,0.10
627,50271,1103,2,229.63,0.15
628,50271,1161,1,154.69,0.20
629,50271,1148,4,258.25,0.00
630,50272,1025,2,391.62,0.00
631,50272,1130,3,97.99,0.00
632,50273,1152,1,305.41,0.00
633,50273,1112,1,249.24,0.20
634,50274,1065,4,224.91,0.10
635,50275,1131,2,321.38,0.10
636,50275,1105,3,180.18,0.00
637,50275,1037,2,532.61,0.15
638,50276,1154,2,119.31,0.15
639,50277,1100,1,462.17,0.00
640,50277,1105,1,169.16,0.05
641,50277,1098,1,195.57,0.00
642,50277,1179,1,171.38,0.10
643,50278,1143,2,170.40,0.00
644,50278,1016,5,470.03,0.00
645,50279,1040,2,182.86,0.10
646,50279,1154,3,111.85,0.00
647,50279,1096,3,185.50,0.00
648,50280,1155,5,290.11,0.20
649,50280,1040,4,177.99,0.00
650,50281,1104,1,189.57,0.20
651,50281,1011,3,504.35,0.10
652,50282,1196,1,168.78,0.05
653,50283,1100,1,459.98,0.00
654,50283,1079,2,87.90,0.15
655,50284,1137,4,233.38,0.00
656,50284,1008,1,409.01,0.10
657,50284,1013,1,575.79,0.15
658,50285,1053,1,74.46,0.10
659,50286,1085,5,104.25,0.15
660,50287,1109,2,256.56,0.20
661,50288,1049,2,251.59,0.00
662,50288,1200,2,119.08,0.10
663,50288,1125,1,240.99,0.00
664,50288,1065,3,220.69,0.00
665,50289,1195,1,173.94,0.20
666,50290,1010,3,478.04,0.15
667,50291,1170,5,87.39,0.10
668,50291,1129,1,33.55,0.00
669,50291,1197,3,56.52,0.00
670,50292,1161,1,158.29,0.05
671,50293,1105,1,176.70,0.10
672,50293,1133,1,282.63,0.20
673,50293,1137,2,226.24,0.00
674,50294,1147,2,224.57,0.20
675,50294,1166,1,146.77,0.00
676,50294,1099,5,252.62,0.05
677,50294,1073,3,111.14,0.20
678,50295,1095,2,87.09,0.05
679,50295,1190,2,60.14,0.00
680,50295,1006,1,154.82,0.00
681,50295,1111,4,433.33,0.05
682,50296,1063,2,10.20,0.20
683,50296,1056,2,225.21,0.00
684,50297,1167,1,147.41,0.25
685,50298,1111,2,432.10,0.10
686,50298,1047,1,204.04,0.05
687,50298,1114,1,226.97,0.15
688,50298,1007,1,39.97,0.05
689,50299,1022,4,160.65,0.00
690,50299,1006,1,155.92,0.00
691,50299,1003,2,464.90,0.00
692,50300,1078,1,39.23,0.20
693,50301,1121,5,154.86,0.20
694,50301,1180,5,24.28,0.00
695,50302,1093,1,177.10,0.05
696,50302,1113,2,30.06,0.00
697,50302,1150,1,35.21,0.00
698,50302,1147,2,229.84,0.20
699,50302,1047,1,207.06,0.25
700,50303,1127,5,34.29,0.00
701,50303,1005,1,277.93,0.20
702,50303,1160,1,64.58,0.00
703,50303,1152,1,289.22,0.05
704,50303,1107,1,199.85,0.10
705,50304,1098,1,201.71,0.00
706,50305,1109,1,249.22,0.00
707,50305,1105,1,170.61,0.00
708,50305,1182,1,112.62,0.15
709,50305,1088,3,374.88,0.20
710,50306,1200,1,114.92,0.15
711,50306,1023,3,71.55,0.00
712,50306,1020,2,535.94,0.05
713,50307,1021,1,416.08,0.25
714,50307,1048,1,24.40,0.00
715,50307,1024,1,82.92,0.20
716,50308,1021,5,421.98,0.25
717,50308,1046,2,36.91,0.00
718,50309,1154,1,112.84,0.05
719,50309,1106,3,125.34,0.05
720,50310,1188,2,70.49,0.00
721,50310,1016,2,497.56,0.25
722,50311,1126,1,119.80,0.00
723,50311,1081,1,37.15,0.05
724,50312,1099,3,255.65,0.00
725,50312,1108,3,418.92,0.00
726,50312,1007,1,41.28,0.20
727,50313,1128,1,343.98,0.25
728,50314,1041,1,140.17,0.25
729,50314,1125,2,240.43,0.00
730,50314,1171,1,144.12,0.00
731,50314,1016,1,506.98,0.10
732,50315,1088,1,369.83,0.00
733,50315,1186,2,99.02,0.00
734,50316,1163,1,9.56,0.10
735,50316,1122,3,194.74,0.15
736,50316,1072,2,76.03,0.10
737,50316,1143,2,180.51,0.00
738,50317,1126,1,121.26,0.20
739,50318,1037,1,540.66,0.05
740,50319,1082,2,107.19,0.15
741,50319,1125,2,247.10,0.10
742,50319,1081,1,37.27,0.10
743,50320,1076,1,251.86,0.15
744,50321,1041,1,142.58,0.20
745,50321,1153,1,58.89,0.10
746,50322,1185,1,5.35,0.10
747,50322,1097,1,114.55,0.15
748,50323,1184,2,49.57,0.20
749,50324,1092,1,437.41,0.00
750,50324,1087,1,207.80,0.05
751,50325,1067,1,212.89,0.10
752,50326,1036,1,147.89,0.25
753,50326,1129,2,34.89,0.10
754,50326,1082,2,107.31,0.00
755,50326,1083,2,378.51,0.10
756,50327,1102,1,395.38,0.10
757,50327,1055,1,119.43,0.05
758,50327,1039,1,537.71,0.10
759,50328,1115,4,76.09,0.15
760,50328,1155,1,271.98,0.00
761,50329,1152,1,297.23,0.00
762,50329,1078,3,40.11,0.00
763,50329,1093,1,176.99,0.15
764,50330,1193,4,75.30,0.10
765,50330,1043,2,107.27,0.20
766,50331,1071,1,124.75,0.00
767,50331,1001,1,383.73,0.00
768,50331,1078,1,40.22,0.00
769,50331,1114,1,220.03,0.15
770,50332,1175,1,113.63,0.10
771,50332,1008,1,411.01,0.10
772,50332,1122,1,180.58,0.05
773,50333,1120,1,259.06,0.20
774,50333,1106,2,127.54,0.20
